number,id,priority,title,author,first_published,latest_published,published,domain,pillar,category,subcategory,topic,slug,difficulty,status,path,type,reading_mode,summary_depth,learning_stage,prerequisites,primary_source
0066,0066,P0,"Thinking, Fast and Slow",Daniel Kahneman,2011,2013,2011,"01-Learning, Thinking & Knowledge","Learning, Thinking & Knowledge",02-CRITICAL-THINKING-REASONING,Decision-Making,Judgment Under Uncertainty,Thinking-Fast-and-Slow,Intermediate,planned,md/01-Learning-Thinking-and-Knowledge/02-CRITICAL-THINKING-REASONING/Thinking-Fast-and-Slow.md,nonfiction,summary,detailed,Foundation,,
0067,0067,P1,Judgment in Managerial Decision Making,Max H. Bazerman; Don A. Moore,1986,2013,1986,"01-Learning, Thinking & Knowledge","Learning, Thinking & Knowledge",02-CRITICAL-THINKING-REASONING,Decision-Making,Judgment Under Uncertainty,Judgment-in-Managerial-Decision-Making,Intermediate,planned,md/01-Learning-Thinking-and-Knowledge/02-CRITICAL-THINKING-REASONING/Judgment-in-Managerial-Decision-Making.md,nonfiction,summary,detailed,Foundation,,
0068,0068,P0,The Undoing Project: A Friendship That Changed Our Minds,Michael Lewis,2016,2017,2016,"01-Learning, Thinking & Knowledge","Learning, Thinking & Knowledge",02-CRITICAL-THINKING-REASONING,Decision-Making,Judgment Under Uncertainty,The-Undoing-Project,Intermediate,planned,md/01-Learning-Thinking-and-Knowledge/02-CRITICAL-THINKING-REASONING/The-Undoing-Project.md,nonfiction,summary,detailed,Foundation,,
0069,0069,P1,Blindspot: Hidden Biases of Good People,Mahzarin R. Banaji; Anthony G. Greenwald,2013,2016,2013,"01-Learning, Thinking & Knowledge","Learning, Thinking & Knowledge",02-CRITICAL-THINKING-REASONING,Decision-Making,Judgment Under Uncertainty,Blindspot,Intermediate,planned,md/01-Learning-Thinking-and-Knowledge/02-CRITICAL-THINKING-REASONING/Blindspot.md,nonfiction,summary,detailed,Foundation,,
0070,0070,P1,The Invisible Gorilla: How Our Intuitions Deceive Us,Christopher Chabris; Daniel Simons,2010,2011,2010,"01-Learning, Thinking & Knowledge","Learning, Thinking & Knowledge",02-CRITICAL-THINKING-REASONING,Decision-Making,Judgment Under Uncertainty,The-Invisible-Gorilla,Intermediate,planned,md/01-Learning-Thinking-and-Knowledge/02-CRITICAL-THINKING-REASONING/The-Invisible-Gorilla.md,nonfiction,summary,detailed,Foundation,,
0071,0071,P0,Decision Traps: Ten Barriers to Brilliant Decision-Making and How to Overcome Them,J. Edward Russo; Paul J.H. Schoemaker,1989,1990,1989,"01-Learning, Thinking & Knowledge","Learning, Thinking & Knowledge",02-CRITICAL-THINKING-REASONING,Decision-Making,Decision Frameworks,Decision-Traps-Russo,Intermediate,planned,md/01-Learning-Thinking-and-Knowledge/02-CRITICAL-THINKING-REASONING/Decision-Traps-Russo.md,nonfiction,summary,detailed,Foundation,,
0072,0072,P0,"The Success Equation: Untangling Skill and Luck in Business, Sports, and Investing",Michael J. Mauboussin,2012,2012,2012,"01-Learning, Thinking & Knowledge","Learning, Thinking & Knowledge",02-CRITICAL-THINKING-REASONING,Decision-Making,Decision Frameworks,The-Success-Equation-Mauboussin,Intermediate,planned,md/01-Learning-Thinking-and-Knowledge/02-CRITICAL-THINKING-REASONING/The-Success-Equation-Mauboussin.md,nonfiction,summary,detailed,Foundation,,
0073,0073,P0,Think Twice: Harnessing the Power of Counterintuition,Michael J. Mauboussin,2009,2012,2009,"01-Learning, Thinking & Knowledge","Learning, Thinking & Knowledge",02-CRITICAL-THINKING-REASONING,Decision-Making,Decision Frameworks,Think-Twice-Mauboussin,Intermediate,planned,md/01-Learning-Thinking-and-Knowledge/02-CRITICAL-THINKING-REASONING/Think-Twice-Mauboussin.md,nonfiction,summary,detailed,Foundation,,
0074,0074,P0,More Than You Know: Finding Financial Wisdom in Unconventional Places,Michael J. Mauboussin,2006,2013,2006,"01-Learning, Thinking & Knowledge","Learning, Thinking & Knowledge",02-CRITICAL-THINKING-REASONING,Decision-Making,Decision Frameworks,More-Than-You-Know-Mauboussin,Intermediate,planned,md/01-Learning-Thinking-and-Knowledge/02-CRITICAL-THINKING-REASONING/More-Than-You-Know-Mauboussin.md,nonfiction,summary,detailed,Foundation,,
0075,0075,P1,Rationality for Mortals: How People Cope with Uncertainty,Gerd Gigerenzer,2008,2010,2008,"01-Learning, Thinking & Knowledge","Learning, Thinking & Knowledge",02-CRITICAL-THINKING-REASONING,Decision-Making,Decision Frameworks,Rationality-for-Mortals-Gigerenzer,Intermediate,planned,md/01-Learning-Thinking-and-Knowledge/02-CRITICAL-THINKING-REASONING/Rationality-for-Mortals-Gigerenzer.md,nonfiction,summary,detailed,Foundation,,
0076,0076,P0,Heuristics and Biases: The Psychology of Intuitive Judgment,Thomas Gilovich; Dale Griffin; Daniel Kahneman,2002,2002,2002,"01-Learning, Thinking & Knowledge","Learning, Thinking & Knowledge",02-CRITICAL-THINKING-REASONING,Cognitive Biases & Rationality,Cognitive Biases,Heuristics-and-Biases-Gilovich,Intermediate,planned,md/01-Learning-Thinking-and-Knowledge/02-CRITICAL-THINKING-REASONING/Heuristics-and-Biases-Gilovich.md,nonfiction,summary,detailed,Foundation,,
0077,0077,P0,The Art of Thinking Clearly,Rolf Dobelli,2011,2013,2011,"01-Learning, Thinking & Knowledge","Learning, Thinking & Knowledge",02-CRITICAL-THINKING-REASONING,Cognitive Biases & Rationality,Cognitive Biases,The-Art-of-Thinking-Clearly,Intermediate,planned,md/01-Learning-Thinking-and-Knowledge/02-CRITICAL-THINKING-REASONING/The-Art-of-Thinking-Clearly.md,nonfiction,summary,detailed,Foundation,,
0078,0078,P0,Predictably Irrational: The Hidden Forces That Shape Our Decisions,Dan Ariely,2008,2010,2008,"01-Learning, Thinking & Knowledge","Learning, Thinking & Knowledge",02-CRITICAL-THINKING-REASONING,Cognitive Biases & Rationality,Cognitive Biases,Predictably-Irrational,Intermediate,planned,md/01-Learning-Thinking-and-Knowledge/02-CRITICAL-THINKING-REASONING/Predictably-Irrational.md,nonfiction,summary,detailed,Foundation,,
0079,0079,P1,The Upside of Irrationality: The Unexpected Benefits of Defying Logic,Dan Ariely,2010,2011,2010,"01-Learning, Thinking & Knowledge","Learning, Thinking & Knowledge",02-CRITICAL-THINKING-REASONING,Cognitive Biases & Rationality,Cognitive Biases,The-Upside-of-Irrationality,Intermediate,planned,md/01-Learning-Thinking-and-Knowledge/02-CRITICAL-THINKING-REASONING/The-Upside-of-Irrationality.md,nonfiction,summary,detailed,Foundation,,
0080,0080,P1,"You Are Not So Smart: Why You Have Too Many Friends on Facebook, Why Your Memory Is Mostly Fiction, and 46 Other Ways You're Deluding Yourself",David McRaney,2011,2012,2011,"01-Learning, Thinking & Knowledge","Learning, Thinking & Knowledge",02-CRITICAL-THINKING-REASONING,Cognitive Biases & Rationality,Cognitive Biases,You-Are-Not-So-Smart,Intermediate,planned,md/01-Learning-Thinking-and-Knowledge/02-CRITICAL-THINKING-REASONING/You-Are-Not-So-Smart.md,nonfiction,summary,detailed,Foundation,,
0081,0081,P0,Think Again: The Power of Knowing What You Don't Know,Adam Grant,2021,2023,2021,"01-Learning, Thinking & Knowledge","Learning, Thinking & Knowledge",02-CRITICAL-THINKING-REASONING,Cognitive Biases & Rationality,Debiasing,Think-Again,Intermediate,planned,md/01-Learning-Thinking-and-Knowledge/02-CRITICAL-THINKING-REASONING/Think-Again.md,nonfiction,summary,detailed,Foundation,,
0082,0082,P1,"Mistakes Were Made (but Not by Me): Why We Justify Foolish Beliefs, Bad Decisions, and Hurtful Acts",Carol Tavris; Elliot Aronson,2007,2020,2007,"01-Learning, Thinking & Knowledge","Learning, Thinking & Knowledge",02-CRITICAL-THINKING-REASONING,Cognitive Biases & Rationality,Debiasing,Mistakes-Were-Made,Intermediate,planned,md/01-Learning-Thinking-and-Knowledge/02-CRITICAL-THINKING-REASONING/Mistakes-Were-Made.md,nonfiction,summary,detailed,Foundation,,
0083,0083,P1,Mindware: Tools for Smart Thinking,Richard E. Nisbett,2015,2016,2015,"01-Learning, Thinking & Knowledge","Learning, Thinking & Knowledge",02-CRITICAL-THINKING-REASONING,Cognitive Biases & Rationality,Debiasing,Mindware,Intermediate,planned,md/01-Learning-Thinking-and-Knowledge/02-CRITICAL-THINKING-REASONING/Mindware.md,nonfiction,summary,detailed,Foundation,,
0084,0084,P0,"How Minds Change: The Surprising Science of Belief, Opinion, and Persuasion",David McRaney,2022,2023,2022,"01-Learning, Thinking & Knowledge","Learning, Thinking & Knowledge",02-CRITICAL-THINKING-REASONING,Cognitive Biases & Rationality,Debiasing,How-Minds-Change-McRaney,Intermediate,planned,md/01-Learning-Thinking-and-Knowledge/02-CRITICAL-THINKING-REASONING/How-Minds-Change-McRaney.md,nonfiction,summary,detailed,Foundation,,
0085,0085,P1,The Intelligence Trap: Revolutionise Your Thinking and Make Wiser Decisions,David Robson,2019,2020,2019,"01-Learning, Thinking & Knowledge","Learning, Thinking & Knowledge",02-CRITICAL-THINKING-REASONING,Cognitive Biases & Rationality,Debiasing,The-Intelligence-Trap-Robson,Intermediate,planned,md/01-Learning-Thinking-and-Knowledge/02-CRITICAL-THINKING-REASONING/The-Intelligence-Trap-Robson.md,nonfiction,summary,detailed,Foundation,,
0086,0086,P0,"Rationality: What It Is, Why It Seems Scarce, Why It Matters",Steven Pinker,2021,2022,2021,"01-Learning, Thinking & Knowledge","Learning, Thinking & Knowledge",02-CRITICAL-THINKING-REASONING,Cognitive Biases & Rationality,Rational Thinking,Rationality-Pinker,Intermediate,planned,md/01-Learning-Thinking-and-Knowledge/02-CRITICAL-THINKING-REASONING/Rationality-Pinker.md,nonfiction,summary,detailed,Foundation,,
0087,0087,P1,The Enigma of Reason,Hugo Mercier; Dan Sperber,2017,2018,2017,"01-Learning, Thinking & Knowledge","Learning, Thinking & Knowledge",02-CRITICAL-THINKING-REASONING,Cognitive Biases & Rationality,Rational Thinking,The-Enigma-of-Reason,Intermediate,planned,md/01-Learning-Thinking-and-Knowledge/02-CRITICAL-THINKING-REASONING/The-Enigma-of-Reason.md,nonfiction,summary,detailed,Foundation,,
0088,0088,P1,What Intelligence Tests Miss: The Psychology of Rational Thought,Keith E. Stanovich,2009,2010,2009,"01-Learning, Thinking & Knowledge","Learning, Thinking & Knowledge",02-CRITICAL-THINKING-REASONING,Cognitive Biases & Rationality,Rational Thinking,What-Intelligence-Tests-Miss,Intermediate,planned,md/01-Learning-Thinking-and-Knowledge/02-CRITICAL-THINKING-REASONING/What-Intelligence-Tests-Miss.md,nonfiction,summary,detailed,Foundation,,
0089,0089,P2,The Rationality Quotient: Toward a Test of Rational Thinking,Keith E. Stanovich; Richard F. West; Maggie E. Toplak,2016,2018,2016,"01-Learning, Thinking & Knowledge","Learning, Thinking & Knowledge",02-CRITICAL-THINKING-REASONING,Cognitive Biases & Rationality,Rational Thinking,The-Rationality-Quotient,Intermediate,planned,md/01-Learning-Thinking-and-Knowledge/02-CRITICAL-THINKING-REASONING/The-Rationality-Quotient.md,nonfiction,summary,detailed,Foundation,,
0090,0090,P0,The Demon-Haunted World: Science as a Candle in the Dark,Carl Sagan,1995,1997,1995,"01-Learning, Thinking & Knowledge","Learning, Thinking & Knowledge",02-CRITICAL-THINKING-REASONING,Cognitive Biases & Rationality,Rational Thinking,The-Demon-Haunted-World,Intermediate,planned,md/01-Learning-Thinking-and-Knowledge/02-CRITICAL-THINKING-REASONING/The-Demon-Haunted-World.md,nonfiction,summary,detailed,Foundation,,
0091,0091,P0,Building a Second Brain: A Proven Method to Organize Your Digital Life and Unlock Your Creative Potential,Tiago Forte,2022,2022,2022,"01-Learning, Thinking & Knowledge","Learning, Thinking & Knowledge",03-KNOWLEDGE-MANAGEMENT,Note-Taking,Personal Knowledge Management,Building-a-Second-Brain,Intermediate,planned,md/01-Learning-Thinking-and-Knowledge/03-KNOWLEDGE-MANAGEMENT/Building-a-Second-Brain.md,nonfiction,summary,detailed,Foundation,,
0092,0092,P0,"How to Take Smart Notes: One Simple Technique to Boost Writing, Learning and Thinking",Sönke Ahrens,2017,2022,2017,"01-Learning, Thinking & Knowledge","Learning, Thinking & Knowledge",03-KNOWLEDGE-MANAGEMENT,Note-Taking,Personal Knowledge Management,How-to-Take-Smart-Notes,Intermediate,planned,md/01-Learning-Thinking-and-Knowledge/03-KNOWLEDGE-MANAGEMENT/How-to-Take-Smart-Notes.md,nonfiction,summary,detailed,Foundation,,
0093,0093,P1,"The PARA Method: Simplify, Organize, and Master Your Digital Life",Tiago Forte,2023,2023,2023,"01-Learning, Thinking & Knowledge","Learning, Thinking & Knowledge",03-KNOWLEDGE-MANAGEMENT,Note-Taking,Personal Knowledge Management,The-PARA-Method,Intermediate,planned,md/01-Learning-Thinking-and-Knowledge/03-KNOWLEDGE-MANAGEMENT/The-PARA-Method.md,nonfiction,summary,detailed,Foundation,,
0094,0094,P2,"Digital Zettelkasten: Principles, Methods, & Examples",David Kadavy,2021,2021,2021,"01-Learning, Thinking & Knowledge","Learning, Thinking & Knowledge",03-KNOWLEDGE-MANAGEMENT,Note-Taking,Personal Knowledge Management,Digital-Zettelkasten,Intermediate,planned,md/01-Learning-Thinking-and-Knowledge/03-KNOWLEDGE-MANAGEMENT/Digital-Zettelkasten.md,nonfiction,summary,detailed,Foundation,,
0095,0095,P2,Antinet Zettelkasten: A Knowledge System That Will Maximize Your Intellect,Scott P. Scheper,2022,2022,2022,"01-Learning, Thinking & Knowledge","Learning, Thinking & Knowledge",03-KNOWLEDGE-MANAGEMENT,Note-Taking,Personal Knowledge Management,Antinet-Zettelkasten,Intermediate,planned,md/01-Learning-Thinking-and-Knowledge/03-KNOWLEDGE-MANAGEMENT/Antinet-Zettelkasten.md,nonfiction,summary,detailed,Foundation,,
0096,0096,P1,Communicating with Slip Boxes,Niklas Luhmann,1981,1992,1981,"01-Learning, Thinking & Knowledge","Learning, Thinking & Knowledge",03-KNOWLEDGE-MANAGEMENT,Note-Taking,Zettelkasten,Communicating-with-Slip-Boxes,Intermediate,planned,md/01-Learning-Thinking-and-Knowledge/03-KNOWLEDGE-MANAGEMENT/Communicating-with-Slip-Boxes.md,nonfiction,summary,detailed,Foundation,,
0097,0097,P2,Zettelkasten: The Ultimate Guide to Note-Taking and Knowledge Management,Christian Tietze; Sascha Fast,2020,2023,2020,"01-Learning, Thinking & Knowledge","Learning, Thinking & Knowledge",03-KNOWLEDGE-MANAGEMENT,Note-Taking,Zettelkasten,Zettelkasten-Guide,Intermediate,planned,md/01-Learning-Thinking-and-Knowledge/03-KNOWLEDGE-MANAGEMENT/Zettelkasten-Guide.md,nonfiction,summary,detailed,Foundation,,
0098,0098,P3,"The Card Catalog: Books, Cards, and Literary Treasures",The Library of Congress; Peter Devereaux,2017,2017,2017,"01-Learning, Thinking & Knowledge","Learning, Thinking & Knowledge",03-KNOWLEDGE-MANAGEMENT,Note-Taking,Zettelkasten,The-Card-Catalog,Intermediate,planned,md/01-Learning-Thinking-and-Knowledge/03-KNOWLEDGE-MANAGEMENT/The-Card-Catalog.md,nonfiction,summary,detailed,Foundation,,
0099,0099,P2,"Index, A History of the: A Bookish Adventure",Dennis Duncan,2021,2022,2021,"01-Learning, Thinking & Knowledge","Learning, Thinking & Knowledge",03-KNOWLEDGE-MANAGEMENT,Note-Taking,Zettelkasten,Index-A-History-of-the,Intermediate,planned,md/01-Learning-Thinking-and-Knowledge/03-KNOWLEDGE-MANAGEMENT/Index-A-History-of-the.md,nonfiction,summary,detailed,Foundation,,
0100,0100,P3,"Paper Machines: About Cards & Catalogs, 1548-1929",Markus Krajewski,2002,2011,2002,"01-Learning, Thinking & Knowledge","Learning, Thinking & Knowledge",03-KNOWLEDGE-MANAGEMENT,Note-Taking,Zettelkasten,Paper-Machines,Intermediate,planned,md/01-Learning-Thinking-and-Knowledge/03-KNOWLEDGE-MANAGEMENT/Paper-Machines.md,nonfiction,summary,detailed,Foundation,,
0101,0101,P1,As We May Think,Vannevar Bush,1945,1996,1945,"01-Learning, Thinking & Knowledge","Learning, Thinking & Knowledge",03-KNOWLEDGE-MANAGEMENT,Note-Taking,Connected Notes,As-We-May-Think,Intermediate,planned,md/01-Learning-Thinking-and-Knowledge/03-KNOWLEDGE-MANAGEMENT/As-We-May-Think.md,nonfiction,summary,detailed,Foundation,,
0102,0102,P2,"Literary Machines: The Report on, and of, Project Xanadu",Theodor Holm Nelson,1981,1993,1981,"01-Learning, Thinking & Knowledge","Learning, Thinking & Knowledge",03-KNOWLEDGE-MANAGEMENT,Note-Taking,Connected Notes,Literary-Machines,Intermediate,planned,md/01-Learning-Thinking-and-Knowledge/03-KNOWLEDGE-MANAGEMENT/Literary-Machines.md,nonfiction,summary,detailed,Foundation,,
0103,0103,P1,Augmenting Human Intellect: A Conceptual Framework,Douglas C. Engelbart,1962,2000,1962,"01-Learning, Thinking & Knowledge","Learning, Thinking & Knowledge",03-KNOWLEDGE-MANAGEMENT,Note-Taking,Connected Notes,Augmenting-Human-Intellect,Intermediate,planned,md/01-Learning-Thinking-and-Knowledge/03-KNOWLEDGE-MANAGEMENT/Augmenting-Human-Intellect.md,nonfiction,summary,detailed,Foundation,,
0104,0104,P1,Tools for Thought: The History and Future of Mind-Expanding Technology,Howard Rheingold,1985,2000,1985,"01-Learning, Thinking & Knowledge","Learning, Thinking & Knowledge",03-KNOWLEDGE-MANAGEMENT,Note-Taking,Connected Notes,Tools-for-Thought,Intermediate,planned,md/01-Learning-Thinking-and-Knowledge/03-KNOWLEDGE-MANAGEMENT/Tools-for-Thought.md,nonfiction,summary,detailed,Foundation,,
0105,0105,P2,The Idea Factory: Bell Labs and the Great Age of American Innovation,Jon Gertner,2012,2013,2012,"01-Learning, Thinking & Knowledge","Learning, Thinking & Knowledge",03-KNOWLEDGE-MANAGEMENT,Note-Taking,Connected Notes,The-Idea-Factory,Intermediate,planned,md/01-Learning-Thinking-and-Knowledge/03-KNOWLEDGE-MANAGEMENT/The-Idea-Factory.md,nonfiction,summary,detailed,Foundation,,
0106,0106,P0,"The Information: A History, a Theory, a Flood",James Gleick,2011,2012,2011,"01-Learning, Thinking & Knowledge","Learning, Thinking & Knowledge",03-KNOWLEDGE-MANAGEMENT,Information Management,Information Filtering,The-Information,Intermediate,planned,md/01-Learning-Thinking-and-Knowledge/03-KNOWLEDGE-MANAGEMENT/The-Information.md,nonfiction,summary,detailed,Foundation,,
0107,0107,P2,Too Much to Know: Managing Scholarly Information before the Modern Age,Ann M. Blair,2010,2011,2010,"01-Learning, Thinking & Knowledge","Learning, Thinking & Knowledge",03-KNOWLEDGE-MANAGEMENT,Information Management,Information Filtering,Too-Much-to-Know,Intermediate,planned,md/01-Learning-Thinking-and-Knowledge/03-KNOWLEDGE-MANAGEMENT/Too-Much-to-Know.md,nonfiction,summary,detailed,Foundation,,
0108,0108,P3,Information Overload: Why it Matters and How to Tackle It,David Shenk,1997,1998,1997,"01-Learning, Thinking & Knowledge","Learning, Thinking & Knowledge",03-KNOWLEDGE-MANAGEMENT,Information Management,Information Filtering,Information-Overload,Intermediate,planned,md/01-Learning-Thinking-and-Knowledge/03-KNOWLEDGE-MANAGEMENT/Information-Overload.md,nonfiction,summary,detailed,Foundation,,
0109,0109,P3,Infomagical: How to Take Control of Your Information Diet,Manoush Zomorodi,2017,2017,2017,"01-Learning, Thinking & Knowledge","Learning, Thinking & Knowledge",03-KNOWLEDGE-MANAGEMENT,Information Management,Information Filtering,Infomagical,Intermediate,planned,md/01-Learning-Thinking-and-Knowledge/03-KNOWLEDGE-MANAGEMENT/Infomagical.md,nonfiction,summary,detailed,Foundation,,
0110,0110,P3,Data Smog: Surviving the Information Glut,David Shenk,1997,1998,1997,"01-Learning, Thinking & Knowledge","Learning, Thinking & Knowledge",03-KNOWLEDGE-MANAGEMENT,Information Management,Information Filtering,Data-Smog,Intermediate,planned,md/01-Learning-Thinking-and-Knowledge/03-KNOWLEDGE-MANAGEMENT/Data-Smog.md,nonfiction,summary,detailed,Foundation,,
